,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
2021-06-25 00:00:00,137333.67502316114,378999.5891786043,1895165.6313132592,360726.42902505875,-6.504174440229767e-09,2.429824633244174,3.035645609991187,-5.362736119466113e-08,-2.529365682605921,-0.9732835623215281,-41.91054382885819,-0.9334049883876241,4.638128752675712,-16.707964622571154,-3.2077183953464554,-7.820227766181439,2.0219527354163196,-0.7403195757741277,1.751471913999465,40.896850960787496,-9.276768890731445,3.228731076232045
2021-06-25 01:00:00,125785.8887999139,350846.7692203511,1902444.661160758,358061.2785522719,1.3022301339253606,2.221862450398633,3.191760656553924,-0.97728176303805,-1.827018026977366,-2.813227586755114,-39.05061181580437,-3.0862729857538365,5.749577204783817,-12.45563308496544,-3.387144690025147,-7.9518141620381515,0.3670674952235681,0.6532490518195038,1.9639659212762126,34.92368852054866,-8.337730788719721,7.908564457165314
2021-06-25 02:00:00,112946.23325498008,321746.5272119296,1897808.517278869,365429.8221981592,1.6885688205311853,1.9916716009106685,3.1747350594475474,-0.6861753929976351,-0.9412324423185493,-3.484578112488985,-38.28067396843893,-5.16577210968334,4.544400023817521,-11.382613773054969,-3.4974494258908373,-7.970797616498231,-0.7184921560955829,2.23613732688057,1.1240234378695657,32.69887793236462,-7.16406649791755,11.262819889009092
2021-06-25 03:00:00,100604.25293349987,293457.02638156386,1897271.5176368698,374161.467305812,1.6205259947629191,1.6533867689636665,3.102692616091151,-0.28340439540769224,-0.27882044456639565,-4.372173108776791,-39.299596747119004,-7.069979972557101,3.371878865567633,-8.85576372796545,-2.9617381599614236,-7.230732198224456,-0.9630437023805765,2.238130099461608,0.5909950483315577,33.61333443388436,-4.795350253819023,12.69420708351755
2021-06-25 04:00:00,91621.71850325783,269685.2553847135,1890874.6026217288,381544.35891428275,1.3849696646009078,1.3465929458191754,2.7607469852370903,-0.4131635864124962,-0.16494300780566964,-4.561387231439499,-37.505967984563696,-7.9906697995350555,2.7000776561992152,-5.9995215432305296,-2.219681223827712,-5.1163163475633135,-3.857513550892925,3.6267150854380774,0.6768243943980409,29.502737783832774,-2.3146856483554856,14.79129545662272
2021-06-25 05:00:00,84622.54812194034,256619.548679108,1869497.4200704407,400273.81592096615,1.3358973600370276,1.175546774012476,2.5155392239508556,-0.8345656167522799,-0.050190347596308374,-4.76731739183506,-37.39976441887186,-9.369764989695797,2.3557775707030086,-3.579526893585863,-1.5748600972135642,-2.8401201491888908,-8.347922372345346,5.0379861854014845,0.9867743844322479,25.200405462538633,-0.08291514811858747,17.757856015800417
2021-06-25 06:00:00,80282.72580332017,249236.3903105535,1830769.5615408423,417817.85944917344,1.1383818810407091,1.0359014419818904,2.1625813396767772,-0.9434417395706448,-0.21807268811620265,-4.534341222451595,-36.5393349684947,-10.521318347798509,2.3375768496779767,-2.7259896676445785,-0.8278011654744195,-1.9425882848685312,-13.837341921540824,4.762903819596856,1.5645548456643827,19.40102982623639,0.6124097560305293,18.390245246642785
2021-06-25 07:00:00,78662.37973052452,242632.91302805458,1769868.5582353468,434566.7234220635,1.0026344843927968,0.9471940646879395,1.6808989368563778,-0.9470080014857108,-0.3039900268472876,-4.097710184430343,-35.71931614057255,-11.660827358941338,2.210782847455605,-2.596426030754812,-0.22149670641611213,-1.6265252316746894,-16.98097049054512,4.699259768551007,2.032321869511912,16.05481222877826,0.576982886582003,18.987994065834435
2021-06-25 08:00:00,78687.94951712416,237525.40864249575,1708506.5740089174,451652.5297827407,0.6529200833308945,0.8459313012823862,1.1502169850051067,-0.913159696440679,-0.1706074872226333,-3.8948899103218,-33.67241004700608,-13.225411600281237,1.3113917046547996,-1.9093794257506398,0.042230871968897396,-1.1701197254858562,-17.57036250065278,4.158128563629491,1.7116897438048113,14.298910478017302,0.9656791871128787,19.44691684535651
2021-06-25 09:00:00,78966.44200870059,234208.05100455642,1643361.9482306468,464505.24908019585,0.5804600912510355,0.7164256739894844,0.5007700441455571,-0.9750693247419757,0.05216330011459711,-3.9171657487791727,-30.303632257418258,-13.796542631135257,0.3572765200733802,-1.250406614508712,-0.09354193734357372,-1.1103599893104386,-16.997075825897692,4.117027334714067,1.151180527782349,12.225326296123974,1.115310760737274,19.389409334736857
