,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
2021-06-25 00:00:00,148639.44959772137,431897.76334126043,2101197.901029086,397418.55305924796,1.5108463429363718e-08,2.4357375272251547,3.1845650196969535,6.913079180462002e-08,-2.7948534155926597,-0.6649748723083251,-40.00156113119873,-0.34215154363100386,5.309343197363655,-16.169525228572258,-2.5085969597395565,-5.584503066990518,3.231984864946765,-0.23875577030342862,2.721993998186721,40.04898096134008,-7.355265652776555,3.287960723893737
2021-06-25 01:00:00,139608.50054265896,411793.55230009457,2112833.0465428946,396559.0322861556,-1.2755249814995242,1.7550714718958649,3.509676598548307,1.0433282643881359,-2.0656086675568206,-2.363271759348398,-37.42138836185195,-2.501036868454826,3.441329701221221,-9.526937310054178,-2.7586102441796214,-6.10354715807673,1.9341142149708725,1.194286497516918,-0.21345508622646037,37.12135095977404,-4.452018606236061,6.161671700131915
2021-06-25 02:00:00,128777.45583962809,387952.223803108,2115123.5233768765,406017.4158413698,-1.689727057555784,1.527669545974273,3.405947194213373,0.6520353905667112,-1.094869742287843,-2.935218602803508,-36.390293723418324,-4.664479160930501,1.3322805050822142,-9.173818625459498,-3.01630553119881,-6.877681105655243,0.8677212032069737,2.8048999020966585,-2.083493300492478,35.54179478996771,-4.818096658259297,10.223290866673821
2021-06-25 03:00:00,117891.10071802753,362274.2483393768,2119080.639205985,416754.31158125156,-1.6584029022032025,1.396481095204382,3.2097125494161243,0.24052106440893845,-0.29997035953923207,-3.7242041472745506,-37.05995313747598,-6.601234217092601,0.25915071239743476,-7.616996968552984,-2.62337204802962,-6.469469146538257,-0.27363812520129915,2.83720599184027,-2.5853234954892086,35.23500536506176,-3.9012250300591496,12.407631693940058
2021-06-25 04:00:00,109889.17709381483,341372.0459480325,2113153.328875427,426445.2989826197,-1.4180643245331959,1.1697798131511048,3.0717690001844913,0.36784636567533147,-0.12713586810959573,-3.814296905086716,-34.86671946159342,-7.521779959544445,0.048124612567979716,-4.681473178025338,-1.9667463768623787,-4.5096361904187185,-4.077853642535758,4.379398485627494,-2.087895020134874,29.135161143406364,-1.4972727328077755,14.605101079681098
2021-06-25 05:00:00,103730.5268046184,329804.86776836205,2089720.0929797273,448285.9806777695,-1.3654069065086942,1.0058834668937127,2.8503373061482526,0.8144927181537734,0.008296763321106522,-4.029892698461499,-34.59515507171298,-8.979691391075667,-0.2806499690705733,-1.4550842557566588,-1.3190817690735175,-2.3391761638779687,-8.932919696764504,5.719413701284219,-1.6869019720096055,24.177304975308918,1.4993257858435909,16.734949680354365
2021-06-25 06:00:00,100391.7883564855,324529.97756811115,2048836.3070587227,467625.0776318661,-1.1880823908909655,0.8783780472818059,2.2687272655038258,0.9103640234262874,-0.053373052596216955,-3.752995596037535,-33.693613405230025,-10.149761252019319,-0.07117672288221898,-0.3926290446455953,-0.5693737754775005,-1.4381008549074774,-14.706752675383306,5.115354894184509,-0.8257050664904432,17.90621585523386,2.3468807172745394,16.623479388281368
2021-06-25 07:00:00,99631.0356211804,319450.5416130282,1983831.4737169675,485116.535915898,-1.0660803004543664,0.7901651766919598,1.6875165068674616,0.9015597177645037,-0.029935871930643322,-3.283180570175402,-32.85690943692384,-11.305591165235267,0.10695549480467939,-0.24434787687413478,0.01410205925713146,-1.372704158165636,-18.220054524479718,4.918766854510735,-0.23187719257463177,14.015418706031031,2.02187095308231,17.01031480884896
2021-06-25 08:00:00,100493.32318313685,314646.50762931857,1917651.9144824687,503040.1989843434,-0.6761705298257774,0.6352352001276967,1.1359985235198289,0.8773315055932286,0.1996211626238318,-3.0708211955505114,-30.714384653343124,-12.846015076842663,0.07806461489136117,0.4844989636772755,0.2539036793456661,-1.3692305013861268,-19.087608053287873,4.285641237608264,0.01334718702375362,11.166948606361203,1.9436869996299162,17.390323332377527
2021-06-25 09:00:00,101459.1421124692,309592.0820030481,1846400.6957332948,515973.1528266775,-0.6278579952299584,0.45091799522620585,0.5995555059486228,0.9350670475245721,0.4820881289154895,-3.1584846450623747,-27.35151889093029,-13.37565531188605,-0.7576854833690844,1.237327574006733,0.06697022054419197,-1.7817344068976348,-18.303925248450057,4.12994721785043,-0.5920579083750501,9.07589613176157,1.860899290463106,17.17009098816053
2021-06-25 10:00:00,100975.50877105503,301818.0198996556,1785863.6526936283,532775.8189528665,-0.5851056401669315,0.36198383027695474,0.10611313205894506,0.8168173826363421,0.6883713566643317,-3.6889596730635796,-23.569369951039604,-13.563150362289647,-1.6113713239685872,1.9311361090820387,-0.3565241080936155,-2.3417867390936022,-15.124773896242841,4.008158639851487,-1.268017274647924,8.923588562904749,1.8020064863293648,16.860604751563738
2021-06-25 11:00:00,98892.16853419517,292731.21748157416,1737502.3236803464,544831.8950336082,-0.44726010946655603,0.2853391443881119,-0.36007084619714014,0.7023252457843218,0.6350897030099646,-4.222013226776743,-19.837275319490942,-13.13582013162255,-1.9280230139470624,2.9345433066905273,-0.6866160336255901,-2.594060509925855,-12.733596805734624,3.414306046811075,-1.4836267017139986,7.911009469420014,2.044938818247098,15.487730086452164
2021-06-25 12:00:00,96031.87332895078,283140.78422818944,1694181.755692339,557358.8224899062,-0.4667114569737355,0.15321744916070426,-0.8361446847443013,0.725071325051632,0.5783290229725002,-4.919565307622604,-16.666578970775628,-12.281754045512912,-2.4513965800399067,4.428908144547255,-0.9255921386525956,-2.3369266780653644,-11.169122241249651,3.0872041202659766,-1.8174151694381269,6.800312871244014,3.1544925054481676,13.807742155982956
2021-06-25 13:00:00,92227.90513589648,275905.34539950354,1657084.6435433489,567059.7646995232,-0.47119541621093564,0.07839387473602398,-1.16692737854059,0.6782436681009248,0.7074932874128192,-5.5831696097084516,-13.534288944211635,-11.736057332684343,-2.9608808340089054,5.556609814843984,-1.0396000501922835,-1.8446791451445623,-6.807878161333727,2.702518372608578,-2.139894879080014,8.364533577629434,4.33834025792879,12.593404658651407
2021-06-25 14:00:00,88546.75296756634,269859.0943831486,1645165.0329307362,576816.954772688,-0.3177629358954345,0.05732173774410147,-1.4656185781728421,0.7076052453891652,0.7939857067716852,-6.437107220867612,-10.55613432346612,-11.405865166431479,-3.0012962581846265,6.41839578902949,-1.029988505743907,-1.6459598835533769,-2.22039831259815,2.0549499098253405,-2.0844154106669253,10.119117524936247,5.441430844959299,11.287591252694812
2021-06-25 15:00:00,84811.98789454035,264054.4342379192,1641097.7756926422,581855.4040502657,-0.2391365547161087,0.03568172882422944,-1.7347180011411945,0.6899251872819134,0.8640929823736004,-7.1786695032516254,-9.09599980569203,-11.043095940085346,-3.078313394295383,7.249580300591395,-1.0308967724442866,-1.3197118680775666,-2.095806015742548,0.4828668867784856,-2.0984445807097662,8.974048345806784,6.513201093631743,9.101319638440723
2021-06-25 16:00:00,81124.29620596748,260357.1689329901,1630075.2296173899,580293.5963574931,-0.22101827693800674,0.031621168945370676,-1.8337918464230032,0.7793261087624266,0.9719340208601064,-7.761250084997698,-8.444324981954821,-10.404084145118652,-3.1487197719011566,8.242230424691458,-1.025982075615484,-0.8254128146167649,-2.2287682374961313,-0.6201710293336267,-2.1873132044682264,8.2703668678197,7.683542210197989,7.170795160599596
2021-06-25 17:00:00,77424.91695010886,258111.46197267852,1625050.64438267,577390.1726390636,-0.1442154845759455,0.03382740934343316,-1.8270093571462018,0.8391146403007895,1.1527026874126953,-8.394059992297397,-7.980278705064779,-9.925221881262269,-3.2723982603885884,9.269845677934631,-1.1222206687338783,-0.25150560470933364,-1.2902523264890704,-1.1576189809419317,-2.385311431379086,8.661251220297856,8.94784161854542,6.101478902873346
2021-06-25 18:00:00,73044.30739108355,258546.3285790829,1620785.4128666685,571958.7396947112,-0.13268607839937271,0.057922023571046796,-1.8983170615588427,0.862931866063519,1.3118656574648515,-9.047967333085838,-7.829104977135408,-9.745423575481194,-3.476617575782548,10.303369434785143,-1.3030834006994154,0.41539175054670824,-0.7769259790307519,-1.7080091415928391,-2.689713112992593,9.083182138062872,10.268368926125019,5.276165506265993
2021-06-25 19:00:00,68042.71646507307,261102.28257661482,1619456.7773336486,565092.5068195951,-0.11026167332056462,0.07631512062844079,-1.9098290408508969,0.8085439767449281,1.3838181277313546,-9.73081571854499,-7.918338408705779,-9.919073191172282,-3.483157169260085,11.097916486936391,-1.3866746595624844,0.8643174801231361,-0.8010801074553294,-2.564686718347932,-2.804439339985963,9.137349015421911,11.327362054784613,4.636013455228525
2021-06-25 20:00:00,63060.249842233665,264769.4144359695,1615017.6360929902,553492.9953226061,-0.1163088403873776,0.0932645456505814,-1.978982121703294,0.7340896074234645,1.4286736624669,-10.29772746254908,-7.840553985556609,-9.947347770789218,-3.3691369454412103,11.730709851660643,-1.3148701771461815,1.2587857941666638,-0.6923403080468739,-3.1483673458201036,-2.7665881343498775,9.243504639600406,12.197338318488626,4.085908695842356
2021-06-25 21:00:00,58575.65118962056,270165.5402946148,1614471.9271157112,542424.2619296904,-0.13558458683394892,0.10638947004840359,-2.0792808930093,0.7003311523440426,1.4853765749131742,-10.67106908659275,-7.873553577317194,-10.010460564995267,-3.323067275526246,12.419099259044494,-1.2450273351545547,1.841958624973801,0.6068649692672706,-2.8642586858689576,-2.759599026853274,10.695284026427714,13.10696939386219,4.3665898337729665
2021-06-25 22:00:00,54096.05302912087,278031.51653578086,1619387.0638717145,532870.3327843496,-0.10744829606418695,0.11749576997866346,-2.239618835391232,0.6856295274859839,1.529968490249743,-10.982573046902475,-8.166143495928782,-10.155576216380993,-3.224391745768136,13.202275849089771,-1.1633642092543284,2.6267467239841387,1.2275315530776343,-2.6988773526789656,-2.6832852255895947,11.740742180461837,14.177453528393935,4.531450500824812
2021-06-25 23:00:00,50199.4288829894,289078.1167073006,1623310.1542978701,522992.3449904018,-0.08559406862456946,0.12719970207990144,-2.3674414832411954,0.6990882809929296,1.4906900167831012,-11.32080103817852,-8.9291741412429,-9.85464013987299,-2.986752693127281,13.992651073452139,-0.9510291836943078,3.4412385300984494,1.7254351934104084,-2.689992094586996,-2.400113567022077,13.107644886519072,15.333928147189997,4.098118281051868
2021-06-26 00:00:00,47248.642906521854,302808.4339524897,1631810.1972642695,513502.3897033232,-0.03566627452290621,0.13685385125450023,-2.367224808798173,0.6723564829687115,1.3917383198207836,-11.823951591149203,-9.640196980913219,-9.997285797356659,-2.712136340090795,14.616668389196025,-0.7204686752527323,4.152890243920702,2.8985635934619736,-2.919164932216817,-2.0110194183419217,14.941651657696271,16.512344466784118,4.038539573372957
2021-06-26 01:00:00,45012.05442116973,318978.92646352964,1644179.8121707963,501974.35747844074,-0.047278858892444396,0.1658807883427532,-2.3162507715657976,0.6402749337510483,1.3433331464482277,-12.410411814729066,-10.409239125794274,-9.823579155074464,-2.6250675882856838,14.97646177615017,-0.6048398528842942,4.626903595545341,5.6615848690916835,-3.1798686996308727,-1.829571069882213,18.4343536253442,17.5117095556827,3.687184750126745
2021-06-26 02:00:00,42893.795965754936,336122.13984041614,1672573.6083217296,490607.3350659809,-0.03804660718364134,0.19497872035307717,-2.1692026509865703,0.5324255154064462,1.302618713643198,-13.07249420674452,-11.027974850346947,-9.631766834538931,-2.665016072385695,15.10662610120863,-0.6726931473275494,4.859104480692129,8.264913431906898,-3.527078910961435,-1.8183797478013115,21.500137540424056,18.269045482490018,3.4030597571844794
2021-06-26 03:00:00,40168.66376041137,353964.47872451297,1703687.188880526,476579.3893195184,-0.04936664637261752,0.2067126527600384,-2.055766423014458,0.49289477170164103,1.240590114998284,-13.615213712072322,-11.998848750608895,-8.889439008086214,-2.684481250887497,15.623427686926217,-0.7447321324693136,5.34999771750161,8.22916194737821,-4.2080729835715465,-1.8279762410801768,22.333143767374178,19.251393548515534,2.132704829798568
2021-06-26 04:00:00,37531.72461197588,374642.12340642774,1731823.5743428527,460309.2095842658,-0.04752924009232335,0.2209083549976067,-1.892782315370078,0.4323473293560286,1.2224069206518553,-14.049817619882708,-12.999357344595927,-8.459798657990909,-2.6009423237306555,16.127699335224374,-0.713114905520796,5.940135294479017,8.123837766154805,-4.331160198855084,-1.762142711267368,23.063506666213136,20.201391888720146,1.8035088144097182
2021-06-26 05:00:00,35034.23644066164,396733.4528447619,1762178.8207968406,445395.0358877618,-0.031504472873670565,0.22991393760823242,-1.676252925955767,0.3502774392500034,1.1801966155301211,-14.414126395341228,-14.506309934483141,-7.668268228823243,-2.493533907618938,16.520992043933465,-0.642330731207787,6.446150665879063,9.03784108033698,-4.094245479084242,-1.6241178820033464,25.25190841364956,20.980640562862064,1.5474923845332302
2021-06-26 06:00:00,32906.94334727981,421054.408200757,1796896.030121279,430830.6421348592,-0.0417458057547593,0.23540042734403982,-1.401540659912223,0.33603082042795535,1.1564950041573696,-14.863867488044823,-16.226804980568474,-7.3218955040820495,-2.414517037175243,17.096166715848753,-0.5584285811462466,7.066574934881452,10.95445303774193,-4.065109101127996,-1.5212689637143357,28.624544483977388,22.03107281601019,1.519214922613875
