time,50.0,70.0,100.0,125.0,150.0,175.0,200.0,225.0,250.0,300.0,350.0,400.0,450.0,500.0,550.0,600.0,650.0,700.0,750.0,775.0,800.0,825.0,850.0,875.0,900.0,925.0,950.0,975.0,1000.0
Ce,2021-06-26 12:00:00,-9.963767935855283e-06,-8.711866371297657e-06,9.004121284960135e-06,2.026106749279888e-05,-8.979598474451027e-06,-3.738876479544639e-05,-8.926746583319246e-06,1.0521898203670088e-05,5.903424575716297e-05,8.843728126623466e-05,9.566432100375778e-05,8.338693713765891e-05,6.28243426454486e-05,4.5092166376304296e-05,2.8681593357193168e-05,2.3351635402690784e-05,3.0524081242327435e-05,9.089859980931182e-06
Ce,2021-06-26 18:00:00,-4.564084287879954e-06,-2.3752997263887185e-05,3.389675415165455e-06,2.6392726832475575e-05,-6.039614520006278e-06,-3.912927440823062e-05,-3.060728025847602e-06,1.5516646169361777e-05,4.643614316302795e-05,8.196063169485464e-05,7.841432599973408e-05,6.406377189315448e-05,5.3923631741730744e-05,4.757963693074198e-05,3.578614586822428e-05,2.292123548782151e-05,4.052400375516437e-05,4.2830497829167316e-05
Ce,2021-06-27 00:00:00,9.602502255114593e-08,-2.457499287464233e-05,-7.205900183992378e-06,1.8901986262408874e-05,-1.030830999258441e-05,-6.364604166237869e-05,-3.366031931960801e-05,4.082504415100445e-06,8.986786357261129e-05,0.00016055947207788772,0.0002010561561770428,0.00022001651738669817,0.00022016014827742547,0.00020810854670298018,0.00019447190411059514,0.00016833234882217423,0.0001687350185564525,0.00015394537328465368
Ce,2021-06-27 06:00:00,-5.1367764518542165e-06,-2.2932162948807425e-05,-1.7747418832484108e-05,-1.8180496339816238e-05,-5.922812320043004e-05,-8.728460768550142e-05,-4.2980191446613084e-05,-9.1965741484149e-06,9.206504225989715e-05,0.00018590724024164995,0.0002003995279800441,0.00020061174037725482,0.00020752071518837713,0.000191607303405132,0.00016284853254131971,0.00014429682811575498,0.00018316880690142823,0.0002160624138057547
Ce,2021-06-27 12:00:00,-1.4356749014085149e-06,-5.434854901154045e-06,-3.358771101885574e-05,-4.8184560127116725e-05,-9.994296576604576e-05,-0.0001397839827942004,-8.461676440259319e-05,-3.099760730372575e-05,4.51434048099931e-05,0.00010369159393589524,0.00011554491786505591,8.757077105207938e-05,7.255408126866393e-05,8.566260921333308e-05,9.126629618838334e-05,8.18196274052139e-05,9.962699987790023e-05,0.00013359295380331322
Ce,2021-06-27 18:00:00,-1.5290779573648153e-05,-9.858308502525281e-06,-4.241667238694884e-05,-9.783120423109266e-05,-0.0001790309367219441,-0.00023237003063596122,-0.00018872189487173583,-8.234304706174237e-05,7.641732633600433e-05,0.0001683083346918835,0.00020518759911848988,0.00020519091641380466,0.00019081698712754391,0.0001712325130305398,0.0001470090410855812,0.00012506898594952064,0.00012027725771526794,0.00012321477529889734
Ce,2021-06-28 00:00:00,-9.081606733309109e-06,-2.407413811260294e-06,-3.513927182795314e-05,-0.00010725702141708408,-0.00016247996694294993,-0.00017230163563227238,-0.00013422158732334226,-5.3414092273599725e-05,7.919739912304049e-05,0.00014102623892583917,0.00016615304936314258,0.00015961039676149863,0.00012672498938870314,0.00010257574520317513,9.922590034622528e-05,0.00010219359668706945,0.00011438061107694,0.00013077531246510088
Ce,2021-06-28 06:00:00,2.1571483379123082e-06,-1.3140828971255736e-06,-4.170633453756816e-05,-0.00010590378301235349,-0.0001357349053910981,-0.00012683147965692677,-8.834870951594681e-05,-1.811272210647683e-05,0.00010411533678606433,0.00016505493720739398,0.00017466143206139472,0.0001568958169311955,0.00012130673488210319,9.455299325932334e-05,8.202515954469657e-05,7.84725996405804e-05,7.79677497867081e-05,7.899640446646542e-05
Ce,2021-06-28 12:00:00,-2.205853047383163e-06,1.0769432193343171e-05,-2.6110984143551008e-05,-7.800751994470905e-05,-9.341971482454523e-05,-7.828797375899671e-05,-5.440582399915074e-05,-1.5287241749851025e-05,6.184939367179686e-05,0.00010992828913324927,0.0001303991217261127,0.00011819356009020357,8.450002565460018e-05,5.433441062081732e-05,4.726561722715432e-05,4.721539171343355e-05,4.842962804454143e-05,5.257443660870374e-05
Ce,2021-06-28 18:00:00,-3.5411493300796748e-06,8.716690110024406e-06,-5.77789796350057e-06,-3.747158389595185e-05,-4.972917320509187e-05,-3.854962702948826e-05,-1.614785453088202e-05,8.763866656418467e-06,3.7167513434869766e-05,5.031877805168263e-05,5.6245524134259575e-05,5.2021413190329786e-05,2.637621535246126e-05,5.983117496019733e-07,-7.01264068347107e-06,-4.189488852588887e-06,9.181115597249479e-06,2.236480858447421e-05
